idx,name,att1,att2,att3,att4,att5,att6,att7,att8,att9
0,'RCXDOMTACP',0.6651027089204083,0.17611299726457985,0.8468942974801332,1,0,0.06125101452933224,0.9472768482032342,0.6865641169633487,1
1,'HXFBHAGTOW',0.6908315350575585,0.3175615221297531,0.1869754141853427,0,0,0.7829708956321847,0.35201984941845443,0.721666562438333,1
2,'UYXNIROUSC',0.9328899011666199,0.6180801291806685,0.32985991809893533,0,1,0.931960229622731,0.6562399413528395,0.6696326159696622,1
3,'JKQRUXWTXM',0.5128353570012663,0.5899772492431345,0.7494383412834618,0,1,0.7586164713197812,0.7403178777952052,0.6259767682866626,1
4,'OIFAJSFNDS',0.027525502291458448,0.9787972403286093,0.8419154227876303,0,1,0.15289343187940307,0.48583543675432306,0.8264685501260365,1
5,'AGINSMNIPK',0.17648880628929275,0.48726765198209443,0.16424030991275218,0,0,0.7106899519443436,0.3400925761636041,0.8757321643224386,0
6,'SXAYUEKFNE',0.6983820645776305,0.7294122872122106,0.19179083749364922,1,1,0.3785871748979248,0.40848664791162204,0.6034271687891362,1
7,'FOCUFGYOOH',0.9016135207728627,0.8332546799245333,0.6600354901926027,0,1,0.7103739691879203,0.6387973918069324,0.5671827296178846,1
8,'TDKVNFLTTB',0.35784985786051327,0.954533041885468,0.14049514390337714,0,1,0.8617340099331801,0.7676215069940217,0.4594890835993716,1
9,'QTTWTRFXKE',0.9595493504511227,0.8055667277882459,0.9749106848036496,0,1,0.1048282068957005,0.05253873029572198,0.9192599293044431,1
10,'YENHCEMDNS',0.5070071558994094,0.9957242277103763,0.1339701875232978,1,1,0.21580488028013556,0.865917699542267,0.9309317441582202,1
11,'PRKPAPGQGN',0.40694088963586106,0.28862032166881035,0.13684492782482005,1,0,0.9874626239427488,0.2526719625881998,0.07992837548956722,0
12,'JTNOQXEFYD',0.9568657404373386,0.06355344757717152,0.43728781326982047,0,0,0.42379498884577416,0.7096603081565734,0.5731603462621795,1
13,'DLWFSPJNPI',0.5891467020666211,0.14893553280490712,0.5370997834397169,1,0,0.01615905220782654,0.5944822098051367,0.041162559937651944,0
14,'PIYKMVOTWJ',0.9324651516711162,0.8278251653283973,0.3970085670222292,1,1,0.6329964220237425,0.1403039157632462,0.8583661351920477,1
15,'BSCAMSKFSG',0.6631589985039299,0.28439206662840133,0.4498587683002727,1,0,0.6736088516562329,0.061075711597335824,0.6738826668966833,1
16,'DTYALLMMNT',0.30013206742881593,0.8419796221790702,0.7529897030766972,1,1,0.7972241620330934,0.5666161873928414,0.7663324586483699,1
17,'QSHSFUGRPS',0.7429068221643297,0.5770166555928954,0.6389725809705982,0,1,0.2042919689655519,0.01681712385893719,0.9215782292186148,1
18,'IXWFDDJOIR',0.33209819791862527,0.5866406422453847,0.9141463921844614,0,1,0.637247680535401,0.9520388681263184,0.7259349213148236,1
19,'ECAYRIFXTV',0.2617579066681609,0.41000120955733155,0.9283731116697302,0,0,0.7362612906834448,0.7002938918943475,0.6721149514646353,1
20,'GPBGTQGSCT',0.22844856864887753,0.05227814383103846,0.49147490536354466,1,0,0.20294587614563675,0.2481858621977775,0.1820241696366689,0
21,'TVVTOOQNUR',0.8256683754564667,0.3380531159983746,0.8338850483993082,0,0,0.6584863699282423,0.7439888181695243,0.27408782594708414,1
22,'NOYBLOMTKK',0.22977914713100778,0.715074229242983,0.6394840903665883,1,1,0.6459045667871565,0.532105668359582,0.40618782109406004,1
23,'UPKFRMHMNI',0.1991746750731328,0.4880844898615293,0.4322031320103997,1,0,0.719202164221205,0.2540959780431816,0.5341963400286333,1
24,'VEGABXNYTV',0.9855371891956816,0.9944080117095426,0.6321589510100779,0,1,0.973250935749206,0.8973651333317391,0.6300238331016651,1
25,'PUSKOMDIOD',0.4222938261729935,0.1370967510833031,0.9994787289950443,0,0,0.33314657712379747,0.5647686558139442,0.25832522372943,0
