idx,name,att1,att2,att3,att4,att5,att6,att7,att8,att9
0,'TFGVXDWHGD',0.8139208365240711,0.2749477006786698,0.5182071726646942,1,0,0.8263104411906824,0.7944374341656597,0.20250453004377,1
1,'EEQIKOUFRV',0.6834083051955001,0.44731028459338973,0.7412193672443004,0,0,0.3011034199831387,0.6618264513029468,0.7603959002813249,1
2,'VNAPDKRTMT',0.5009640266445294,0.47933842357376255,0.5192410816453225,1,0,0.5381925528828427,0.8560508037338945,0.6181490025569716,1
3,'QBSDDITFCF',0.7240127433726358,0.5726017305949389,0.8622397568676756,0,1,0.6742075685612737,0.6724274068127346,0.7569592996656179,1
4,'RCONXPADUU',0.018677230789449273,0.19311591159290586,0.05937252695914419,1,0,0.9803154893076403,0.6259471699730181,0.5253488704811364,1
5,'PLYFDICIOV',0.12356961147313184,0.6481544800717257,0.5709598862778524,1,1,0.15735817068681413,0.34842702738926645,0.0068012220264427325,0
6,'QJNHUSJHPH',0.629878027559777,0.9083019114750994,0.3824813184234461,1,1,0.846310969912546,0.18184703558488802,0.09696944651104067,1
7,'HVXSUHMDBA',0.21227903451152652,0.007919964472947405,0.18822562528799336,1,0,0.1675398884221918,0.38541909788106943,0.8790598520720773,0
8,'JFNAPHKINE',0.5945966120141373,0.9972256881820886,0.33091831993861986,1,1,0.69279605611322,0.22340142235067761,0.12741551462232414,1
9,'NKLOSRQWXP',0.9579388297549134,0.7952978419408159,0.6056519914852779,1,1,0.04491965022980249,0.41499161609688695,0.07253235494608001,0
10,'EJTSBVAVIK',0.5838842248428282,0.2825210800337411,0.18812250315074575,0,0,0.2807065882687152,0.27291845602273235,0.7213470916019432,0
11,'UCEBRUNCHF',0.11108702374265855,0.31915162882685255,0.6249232867025005,0,0,0.3973360099603973,0.533293954019481,0.43352609134060516,0
12,'AOAWELOUUK',0.8520702333436625,0.12927384446844437,0.6955826037842672,0,0,0.03186908246946951,0.9115619010748922,0.40937482615738874,1
13,'PREQUTTBDL',0.7817227013003392,0.9296894315066299,0.13197644443002898,0,1,0.9019397819255944,0.8897450732063401,0.3817572201554411,1
14,'RHYKGEUQQK',0.708504632212937,0.004725674126876633,0.24247566242324314,1,0,0.9435426072137972,0.8478622048471869,0.06111231131295913,0
15,'GMJRBQAHCL',0.8044605343404118,0.01428045252398391,0.014475007718220523,0,0,0.5213164576165532,0.3627333536448971,0.6236821269233694,0
16,'EXIIOJPTHV',0.6619311105624122,0.4725639517341823,0.20364629674302026,0,0,0.9240905931061848,0.31700381060681526,0.3044030167271553,0
17,'TAHGBFJIBN',0.9798651134428813,0.2995513039266968,0.9082077520727359,1,0,0.018596348058215417,0.7467220582822447,0.3704572572691953,1
18,'MIMHOWMUOY',0.7893224230820083,0.3854727620439633,0.48739222345427535,1,0,0.004987437838214759,0.14552611252824388,0.9103107570028374,0
19,'FFMITHCOTR',0.8527771812667649,0.0079998836402414,0.1942556917574112,0,0,0.6473217035695065,0.5895983190861142,0.31273985420495376,0
20,'QDGSTGEGYB',0.42404874764838174,0.7405164705227023,0.8423999303634848,0,1,0.3861540704915556,0.7474004018014359,0.16824087578802938,1
21,'AHMUSUWEUO',0.6986205302270888,0.1930520372790422,0.503021393588241,1,0,0.7689427640713938,0.8748341127761761,0.4765752673503604,1
22,'QAXALSMCQJ',0.4754502868146958,0.5376655342773964,0.21514181495270113,0,1,0.25992101831326897,0.5458205300942044,0.9318035410742675,0
23,'CJXHYVYYWA',0.024888574030738964,0.7673340158717119,0.1497485159000399,0,1,0.7427546161108197,0.4891335616067438,0.548501663608176,0
24,'QEEDOWMPLQ',0.7723717975814767,0.024814848197811323,0.1839874263221486,1,0,0.8562712672653796,0.6778632682746031,0.6927683703390366,1
25,'GBPJKXHMJM',0.37857042569536214,0.7958552768632087,0.706895319582235,0,1,0.7663864570147251,0.4674189901058411,0.2946135339321968,1
26,'NAIEFUTYFP',0.9285214896105797,0.9240186274793651,0.9957857700983342,0,1,0.608324615741008,0.6314382347102074,0.5002608621388247,1
27,'NQTWHTBIKF',0.239018365760444,0.2327340381147065,0.8703088386069067,0,0,0.9627875396149411,0.5667583045057744,0.47461966937942945,1
28,'UKYOMAQCGS',0.09174131458879076,0.7312234483229014,0.40904917921721107,1,1,0.052184129383236355,0.8666153571943256,0.12087042392680536,0
29,'EPJNPKRBEJ',0.9365853799000259,0.022168527377966596,0.09643985330016025,1,0,0.9804486323859731,0.32143372240804446,0.615433411127415,1
30,'KEINBBOAXK',0.9419155966486972,0.32319232573526435,0.06609466147460885,0,0,0.9615222742507257,0.6335487420169907,0.6687105823299478,1
31,'HOXYOGGGND',0.08422055234892112,0.6529642457606626,0.7325940770851,0,1,0.08218548711547302,0.7382956134433334,0.9931114935022547,1
32,'DWTYTHDKGH',0.8782650338288228,0.6191034929225189,0.47706957411780737,0,1,0.659112812864957,0.8565897257642164,0.6884854824350362,1
33,'GDKFWQNXFU',0.30149709740708874,0.3890054257898209,0.06785535660628361,0,0,0.24759420535992638,0.521344024539441,0.5881678243170455,0
34,'NLFLJYTTPV',0.9610952617201474,0.584961939478608,0.7520638311896725,1,1,0.28294455175994937,0.41289346871999166,0.436832221459859,1
35,'EYWLLXCEHE',0.5723833816644139,0.4121196096818347,0.8344243911371443,1,0,0.15005520617150936,0.2874266694760991,0.9044302104843589,1
36,'TSPPXGTRJE',0.39592295927314936,0.5927695131918734,0.5706005086776402,0,1,0.799405087308696,0.04100883395646715,0.003611179705554357,0
37,'SBHOHWQVWG',0.5895231182628176,0.4740270639389874,0.6327852912340183,0,0,0.8778589020493839,0.8024981066037272,0.8691765424050795,1
38,'MKGJLQQRUS',0.13338822515592252,0.03551419086488217,0.830191581572307,1,0,0.826259740589198,0.9283018264270805,0.33738407775370705,1
39,'IXAUKCDAQG',0.8741071328094397,0.010551413635359608,0.12982701154312315,0,0,0.8991635217195212,0.847069746527553,0.0025559068355107684,0
40,'XTJYXFXDXS',0.29642959601019303,0.8904901792246114,0.7733257960295655,1,1,0.7449438924550267,0.3890345222955517,0.19467765104126455,1
41,'MROYFLBMHA',0.9312219627071257,0.6464190687907004,0.8892549473084561,0,1,0.6453553733646448,0.6590356951798929,0.475043673995059,1
42,'PCVRYXJKPQ',0.37589715796606704,0.9836898874215234,0.4409482441038972,0,1,0.6132111559232301,0.010098153100565943,0.16155856580241545,0
43,'CWBANLHNNK',0.06337183131903168,0.9534731829696019,0.33856232681656173,1,1,0.5106342957328427,0.03784866477923665,0.7692846104045704,1
44,'XROKIYBKGB',0.853812670184376,0.5404403693345917,0.9321784194158207,0,1,0.14838835164879727,0.19252994341839846,0.6382367362654696,1
45,'CDLDHTXPIM',0.40898964231379353,0.04998441168241918,0.030141645594359168,1,0,0.41933636069321134,0.3639124469106848,0.9603006903234217,0
46,'GGMXRQTXUT',0.7471936961296508,0.8332983942217935,0.36903182208745944,0,1,0.2748621253975637,0.41088262771110307,0.2691017991644865,0
47,'GXWQFTFQRX',0.048073817907389516,0.9722838210158453,0.6894281270442458,1,1,0.8172249496783305,0.556245530958498,0.720200553560749,1
48,'QSSAMQWHSD',0.529719813754263,0.8836733480111726,0.35100814966172744,0,1,0.060042233930284294,0.44827461424082904,0.23948851511160085,0
49,'QXFXGBVJBP',0.7762551264873657,0.5476722315901928,0.8868837260053458,0,1,0.31327027612989466,0.24972980453774563,0.10459282205506493,0
50,'TTWOCPFUPR',0.49534083664472495,0.0925924227431052,0.42398599045772045,0,0,0.4935694626688544,0.16120054953350482,0.994957744611786,0
51,'RVEDHNAAIN',0.517477454908139,0.09811205639621146,0.638926118709087,1,0,0.5691529108172878,0.36246643114544186,0.19296129684824292,0
52,'GRRMAFUSHL',0.5741430753406406,0.3519319397671917,0.8339580045804162,1,0,0.2291745170002797,0.7345747267431355,0.9159799946247699,1
53,'SIPGDJBJBP',0.227494730914379,0.2941671709284993,0.2039463337706917,0,0,0.35369907170044346,0.6835176774691947,0.7991065561297808,0
54,'YUIDSOWTTM',0.9502161083430699,0.9966821036715011,0.8842645965646997,0,1,0.29366531710809884,0.3508261221078103,0.5090333464981017,1
55,'UBEHHMFXCS',0.0650604132226249,0.9379194872598405,0.09982830865038816,1,1,0.15064929166673757,0.2876480146156639,0.7332998529488561,1
56,'EBAAHMVVXB',0.20575602748575317,0.8610327789076277,0.8927071317115053,0,1,0.6301734850893265,0.3275839958575516,0.7820933194294075,1
57,'HLJJDJVIIM',0.6403267376195324,0.8122154549437313,0.570324514980359,1,1,0.3762871782355379,0.29393172940816037,0.6030618830145551,1
58,'PLDNLOHNEI',0.9862813336731766,0.15884588843573855,0.652718959932995,0,0,0.7892864682522729,0.7149465653284939,0.4939336696447244,1
59,'EAORAAJYDQ',0.9975088626675066,0.9940116987547165,0.5290872830517557,0,1,0.1880038170497922,0.356981160579284,0.775085488029761,1
60,'CQOVREVWDO',0.07487736762744612,0.8665364225547475,0.16562649297877752,0,1,0.23715201756206072,0.9660904239259952,0.6206068679123978,0
61,'XXQXTPWSSY',0.9536490549881355,0.9225706368148386,0.47877161034412363,0,1,0.7033019605813025,0.7717099002124249,0.8636970037173525,1
62,'MWSKGHTCWP',0.8605973507085906,0.9085336191112251,0.979765361485754,1,1,0.568289939654748,0.34899918407598507,0.20873302593981802,1
63,'ISXCTEUNSA',0.2612574801672375,0.32823500639544656,0.8233600495781103,1,0,0.3962152240410547,0.1531578474139449,0.6907375328202121,0
64,'YWFVASMBTU',0.5924088828674391,0.48812167445152366,0.6646611370724432,0,0,0.5920531189344418,0.9903422962054775,0.34154917948206864,1
65,'WEHDPMOIUP',0.41299232239057615,0.48073055552685984,0.8970798327997116,0,0,0.8126087764910194,0.9793504871831689,0.21344421113295298,1
66,'VQXUBLRGOI',0.07988422805775586,0.5288880555707908,0.08281788198207596,1,1,0.3159393956356391,0.738760847496405,0.22444651230667612,0
67,'KEFXWSATER',0.8395941824726845,0.6655796696988938,0.5198428375963702,1,1,0.5247288816706285,0.3602926025191374,0.1809902188919661,1
68,'IRINMLPUBD',0.4261268164866885,0.6435820688555376,0.4885978358191386,1,1,0.8174286355031996,0.44502197393712095,0.5192439320611364,1
69,'JXXXUIRNRV',0.45772477837525327,0.4700171153215781,0.472800265584263,0,0,0.20269725927828974,0.5638950596727431,0.08046627610079804,0
70,'GRWUNIGSNJ',0.9633413235171991,0.8085565770398421,0.8545579366409279,1,1,0.7298372636798098,0.5969581104354864,0.230642141160331,1
71,'HJNLEAXFYN',0.4870654788942018,0.6465679086263323,0.1321341515187926,0,1,0.9054144575224978,0.025303037194561506,0.4607367482461808,0
72,'RVGXYEHKTN',0.8545344796054091,0.6009099076865182,0.7023998769187674,1,1,0.25739713426415567,0.1892044287524174,0.5447601715334058,1
73,'RCGNRQWBNC',0.5108076768539579,0.19180287794341033,0.9029642673465083,0,0,0.3757116015629166,0.6601682415376858,0.2895878305977878,1
74,'KMHMFTYTFL',0.2432332883879682,0.5929235002747305,0.3170921919948737,0,1,0.14403987877037705,0.9536245962230738,0.439907527623529,0
75,'MWITFDBDXJ',0.8908988770509477,0.9310264754561599,0.24763687409850177,0,1,0.31525209150828737,0.9202404956237493,0.22310256049324317,1
76,'XQWLDMFAVX',0.8148734741496494,0.8427619653378189,0.5381520790178518,0,1,0.5936012180603913,0.033000627614338085,0.8471467721383666,1
77,'KUYRQOLDIR',0.27256836947379326,0.6215760019119867,0.34870837220211603,1,1,0.23130976709455875,0.908808375694772,0.9545799933683149,1
78,'UYGYQWLNYU',0.10225058769453166,0.44850306704322584,0.8277287119801814,0,0,0.027053904871697787,0.33650950735990204,0.08462731222579667,0
79,'IBFYBMMDFI',0.6388611853358106,0.2530283422623929,0.640109614338643,0,0,0.7108837359883623,0.1370676290997881,0.9791145039762003,1
80,'USJAGCWKUS',0.3458696411392217,0.6395645828492549,0.8140600925993758,1,1,0.2830580824343072,0.639501018980046,0.4461335048286311,1
81,'LIVGKJGGXX',0.25977516170635495,0.8164265843884222,0.25064464266435627,1,1,0.8647915025837779,0.08415475508049186,0.764825641985512,1
82,'FUAGPYMYTP',0.607083942649169,0.7166699593576378,0.7143535956225097,1,1,0.9191087212024316,0.7473230109203248,0.7234341813536327,1
83,'UFUEYDLWLY',0.9000962735986119,0.12699287208123,0.11779357701585891,0,0,0.7759251922363285,0.4888508550150549,0.6783657177220171,1
84,'IKPLFQCVSK',0.5287696603154889,0.5330357194360122,0.13361960091617198,1,1,0.8663219402762143,0.16470187631170818,0.6889319972425012,1
85,'OQDCRNLUTD',0.37132443425094697,0.11011440272678008,0.4149065590952302,0,0,0.466371430360461,0.7444292017678382,0.5926584683233486,0
86,'TLAQWUBFMO',0.5114129115599951,0.11638632742867594,0.45491003771544225,0,0,0.2363512768596181,0.9566923717948516,0.4456906377936709,0
87,'MRMQLRXCGT',0.8159955439971123,0.3455127327568539,0.5837370284751286,1,0,0.4213706113035306,0.8726569848499177,0.5878400122738694,1
88,'IIQBTVSFCS',0.3719497465570042,0.5983942620736118,0.3132233785542229,0,1,0.8309716824059847,0.8979862455628564,0.7830509210220332,1
89,'HOKPUVKFMC',0.6130827006106834,0.9814905843033112,0.10931813216841169,1,1,0.19169053233742617,0.3901092850840363,0.09156901717794019,0
90,'SLRXVGNECP',0.5435276843507473,0.11115222137371383,0.14009229381497945,0,0,0.6160384537686968,0.6914325336427238,0.12425992767468363,0
91,'SWBSDSROIH',0.42152174610902515,0.4865803179964866,0.5215377311753076,0,0,0.0008399593058615595,0.013655740537175776,0.25833819528269686,0
92,'TIMSTPBAPS',0.8795601168004545,0.9148509007578864,0.9571681985278547,1,1,0.896102518224958,0.726720181454017,0.19714496707728169,1
93,'MCKQKOJMDU',0.6683381646074307,0.4208540402185752,0.842216881324806,0,0,0.10028276973508243,0.9510127112494996,0.17896189743566837,1
94,'XFJXQBUXNC',0.0006182260416147667,0.474512724678429,0.05442542722259791,1,0,0.8470099996853021,0.9875439546110891,0.8480597831954951,1
95,'XBHEVTWWSV',0.42176955322838394,6.403870462123873e-05,0.8758592491509948,0,0,0.09453588221888709,0.4627931049036865,0.7149300643493043,0
96,'ENHVNFFHNQ',0.5656764794369221,0.4319617605088766,0.2710521416191739,1,0,0.6025662443856403,0.18915914191208016,0.35227493409106536,0
97,'UVMSWRHNBA',0.888623978358251,0.7847250593290303,0.12659353648779825,1,1,0.123784985174626,0.5173542619764393,0.9640550543639087,1
98,'YKYCTDYCRC',0.38239807329514663,0.5393000148594742,0.2570726965522112,0,1,0.1435846531568965,0.7053308096879183,0.6716230286271687,0
99,'ACRQQHQRYU',0.869740642952984,0.1757870993196965,0.3974403611127203,0,0,0.5887326104612787,0.7629816608551827,0.5056773735608505,1
100,'XMNBYWQNJO',0.3153796528608944,0.6103607774625949,0.48945548748396694,1,1,0.3788138819639044,0.4752008109569533,0.08036612014545419,0
101,'MNGYUTJJBY',0.5154521876543783,0.5959707373658494,0.316513737300117,0,1,0.5623465482901494,0.772504115187862,0.0839220346062376,0
102,'CQILIEGEAU',0.6691800072246233,0.49868794858713195,0.992939460969496,1,0,0.9004545872548949,0.1262749849553222,0.9940741863715604,1
103,'KGBAGUKVHR',0.5460691528380363,0.5801640214042098,0.3963800780790384,0,1,0.37692557485819156,0.26294430220993426,0.6926525726362095,0
104,'IAVQCQNMQD',0.07300594842419017,0.7637432524219804,0.0722484483323983,0,1,0.9178787955308705,0.7932021645351908,0.000705737186670996,0
105,'WRXMDKYGUU',0.5929777305806363,0.37291860798791465,0.8960540326009555,0,0,0.4620243112809833,0.1328728543481198,0.8924531018925561,1
106,'MTBWMBVBDY',0.41347040235491517,0.9115431203405768,0.06229371429385888,0,1,0.8235847240161223,0.3519176088350576,0.019916595273924642,0
107,'FLRGXGEXLF',0.8547953682911626,0.5527993681548128,0.48524787754181564,1,1,0.9624006418284526,0.44948977771393916,0.9001953161636732,1
108,'GMEWXQVKAB',0.5692375218315567,0.39281019069482903,0.9915390875386046,0,0,0.5916979357110191,0.2660654789721141,0.857429501415116,1
109,'VBAKWKWHMN',0.3650943954136002,0.5890784352716084,0.5160011422865928,0,1,0.3336547392544339,0.6184626943522749,0.17994501747728098,0
110,'EUFGNCWWMR',0.07244567456844697,0.9200765995837444,0.5294560723411668,1,1,0.04827918923820773,0.6862292864678434,0.2786479039021159,0
111,'BDQWTTRCPT',0.25328117345110335,0.25306334079705084,0.13650834393450317,1,0,0.6409080213815322,0.7697548978268741,0.04046481571480609,0
112,'UGUHBEIXLV',0.24007838919689417,0.9123161041735026,0.15241990573568265,0,1,0.9106148631597438,0.24810540094614075,0.789084193821244,1
113,'DDLTGUMERK',0.7360832091502292,0.1403181992038678,0.24119315780511363,1,0,0.6723478686696623,0.6987904819364091,0.3796253493208356,0
114,'TTXLNICUFG',0.550824969316856,0.5084618564520231,0.02236051919793003,1,1,0.5497501713189339,0.009447726483226893,0.1824743810877122,0
115,'ODOPKXWWCQ',0.7377533411628716,0.328213423180859,0.985874318933438,1,0,0.41080544331169455,0.7827360527750288,0.06622030256469535,1
116,'OMNCUYYCLJ',0.8032134693196414,0.13082692039053478,0.30475515980094936,1,0,0.010147416831210898,0.5572356897101873,0.023774661106394812,0
117,'NBCXLTDWVA',0.3943201046270297,0.6463596722151872,0.9396954551156967,0,1,0.9577993076502429,0.381679923013313,0.40775640445699235,1
118,'EWQHQDMTKX',0.709049059869894,0.7609839371476788,0.04395418226687864,1,1,0.21555569589791068,0.32944640592476404,0.960982874392782,1
119,'HTERFVOFWS',0.5531839747538259,0.2393971177209555,0.41414940888038443,1,0,0.43533723569757,0.6191768617145348,0.8723667128169403,1
120,'WOHPLGLYIT',0.37744242424719243,0.6588896756984921,0.1875070610666797,0,1,0.658066167182403,0.13957260406719973,0.9014845341760942,0
121,'BURXYULQHM',0.13813980794713288,0.7155626012064078,0.11849513133314227,0,1,0.8812500467037793,0.22152561645401436,0.05704698260105168,0
122,'XVRDGMHYME',0.18289020393871824,0.569547039262946,0.8335997510069377,0,1,0.6752313519907743,0.08024844974918066,0.40140007157759905,0
123,'EMFINMGWYC',0.025876997725390316,0.4594840085654349,0.7905809412550621,1,0,0.7763911907220573,0.8642547086442576,0.7678504748476732,1
124,'RSVVOOUVNU',0.5853655219115895,0.9665000303613591,0.4505737140436189,0,1,0.7917085345705288,0.04938313861088428,0.43067486310735004,1
125,'JDYUNVUTPO',0.015780730963782852,0.21095830062336896,0.10131933503404467,1,0,0.963639391209081,0.6669023702069022,0.49195459668970254,1
126,'IYYPIPMHYR',0.28759633411116214,0.525530532631878,0.6086575721074172,1,1,0.20560999955918602,0.016075816262323572,0.5523311581877721,0
127,'ETQARGPPSM',0.22116372427718034,0.6530952973850105,0.012623616169761376,0,1,0.3558817212646649,0.8077222735130284,0.008950136245474805,0
128,'QQXNGTHRGB',0.2343486560687289,0.7207480325551937,0.7905736820062298,0,1,0.780904568372791,0.8212008005440203,0.41890109373035644,1
129,'HWFWRMPCDQ',0.3310101095243697,0.27116412143719204,0.27796293820502194,1,0,0.2346449745070015,0.18862407993778052,0.2700399982356887,0
130,'LHIQFHNYIT',0.23404246691048447,0.3587164066472982,0.36211073503857183,1,0,0.6339729555448989,0.7337218905020927,0.0063251982088115,0
131,'PMHNNVQWML',0.704096095656508,0.27002606200247203,0.4572063537405119,1,0,0.2886143039371646,0.6982811149995937,0.9052944802500087,1
132,'GDHMJXYCKD',0.5439729119896475,0.1708964809299951,0.636969352816227,1,0,0.4707718555028887,0.10671945771415559,0.45508146959121654,0
133,'AFQJEMYSTG',0.8572556022534122,0.3625212921314772,0.7872656168788829,0,0,0.9396575887281853,0.7464957645951135,0.01231899605858311,1
134,'GCBNQYICDH',0.8154788737455267,0.4700971833655001,0.601418465117934,1,0,0.2395003905045744,0.6205076421096598,0.9438165579122568,1
135,'VPLJPPVCFJ',0.39756726804701525,0.7369406371784052,0.8242955577511358,1,1,0.3755849021910629,0.7658725648439363,0.9684407770077748,1
136,'PXEGNMASAE',0.8987550284479644,0.95810890392364,0.15966700654218058,0,1,0.7194997155617064,0.7425697737547018,0.10094695345889149,1
137,'SFIYXWLNOY',0.9971255565703743,0.18178502550643316,0.44745730261139804,1,0,0.7888223277817932,0.08294010649307182,0.46652980975979497,0
138,'YYCTHQAMSG',0.7743377037294589,0.6601755575062004,0.49277671057646344,0,1,0.3023537833662948,0.3600625663404342,0.8809523254821405,1
139,'CIDJNGNQXF',0.9561513171831881,0.5981639754323026,0.7222323017192738,1,1,0.43483574795527113,0.160900654854097,0.9864341653774065,1
140,'MTHLXTKLQD',0.0032096521048388116,0.8609157293563815,0.04658823668995471,1,1,0.9390973476580322,0.6015432259748953,0.41546775908314804,1
141,'LHBHRMTPJH',0.8513549576861068,0.2824820861824383,0.4002987629145476,0,0,0.18721544259085288,0.21612163170899423,0.7923819066831915,0
142,'QSDKVJDYMI',0.9339258090188818,0.8929556516004408,0.04347231064422019,0,1,0.39927748163602095,0.9797603845017374,0.5718900232581395,1
143,'STKOKMVQPC',0.5587236184997109,0.8357984171147658,0.02573886274011894,1,1,0.17211110439159016,0.6957527376941447,0.32943983383262165,0
144,'IIKHFIGILD',0.561556202419159,0.07609776123894618,0.04918137850408577,1,0,0.6703338995628417,0.4638322582644222,0.9220650371589648,1
145,'XQHTVCWVNS',0.2534751785418663,0.3239550427715199,0.04461163400014767,0,0,0.05737989784157027,0.6308176940921727,0.3046394174711857,0
146,'VSRJDSVXPB',0.7566468904420417,0.008626801041891619,0.8796610282325747,1,0,0.9904030614841739,0.11109091155700312,0.7151703242666042,1
147,'TEMHLFKKML',0.5336512534122899,0.43414357420859795,0.8140534237126418,1,0,0.823671273543736,0.40702226020751264,0.786923053615753,1
148,'KQIXMKVARK',0.5438837508832222,0.6429028736944481,0.7028263908550858,0,1,0.7511726812311622,0.14758067765030802,0.6749116534646049,1
149,'HQLTIRLBWW',0.6971348163236212,0.1446205976573075,0.9982782866412193,0,0,0.7540912711095239,0.5187560949818838,0.8157924930301249,1
150,'MJYMHULJVP',0.8219262341568854,0.4508733834275839,0.3587944762602976,1,0,0.04121546143156818,0.595494566254737,0.5208985737302444,0
151,'WCJCUNMGJV',0.37287788374943387,0.7230192329232045,0.9360326541903977,0,1,0.5922939312490811,0.7091837977657646,0.7041133550184746,1
152,'WUSBYJGOUM',0.19312719368527154,0.8547527693599773,0.8887469913540141,0,1,0.37671048109115135,0.5301791985399992,0.026295122674633853,0
153,'IEQSBISEXJ',0.4792417666267563,0.7478673249108316,0.7026027416734052,0,1,0.6635635323692095,0.1225601842900087,0.01801115102744466,0
154,'DNCGMVRVVF',0.18460563176243505,0.7320481694671683,0.3932554106518851,0,1,0.3605233680373394,0.39893337371297277,0.06255040911250753,0
155,'LLTULPINDS',0.8236225045333229,0.3141583553305157,0.47768616942010433,1,0,0.0035554497086423,0.8720841541454452,0.4477334522991512,1
156,'TTKBHMJFIE',0.2965544998863866,0.622285277309782,0.0035706689423058435,0,1,0.9023691484163826,0.5880839421857859,0.7930587362999504,1
157,'YMANVDCSAX',0.12426515819655048,0.15494576625425371,0.5173421843511355,1,0,0.5661848566531089,0.6737663459137958,0.21427906963037735,0
158,'PYYRQPUXBX',0.06555343589239482,0.8406129164928493,0.8761475080887065,0,1,0.5202240314506407,0.41792632543981056,0.8849411764932621,1
159,'OQHMARDFRN',0.034620554769177136,0.695655250551566,0.40986515771122256,0,1,0.7967279009104403,0.6181265963115761,0.3330968124584822,0
160,'WRJAIISSEG',0.9353503709877096,0.22040230701843733,0.2726648794334747,0,0,0.7806481322176767,0.15783667068209983,0.7609097449289243,1
161,'KVYGSCWRQK',0.5096297673838867,0.1689433369424237,0.13228124530517005,1,0,0.026384731780557447,0.1790718371782084,0.8083661669026749,0
162,'XDHWNKQODX',0.8422032554153044,0.16061007428484353,0.10875139945911216,0,0,0.25265222559118194,0.5832687218567674,0.29414072920046697,0
163,'SOUGJARDBW',0.42087861279827143,0.9949247744370642,0.4182452297283086,1,1,0.8625764640024095,0.20991078805588226,0.9984440564151476,1
164,'LLFYVALROK',0.03218395080115022,0.643799528491111,0.5128776738155186,1,1,0.4312078838650151,0.40862129453626206,0.41332781283938747,0
165,'BXBWTNJCNT',0.5212296371118206,0.5191084846467012,0.9251406827658647,0,1,0.5383701766874894,0.07954136676124968,0.21915899125744753,0
166,'NHOGJUYBJL',0.8378479964192683,0.3292277116914396,0.5925412999236047,1,0,0.07559646623093996,0.3036026130169319,0.055866214558706884,0
167,'IIFPHRVVON',0.03878045298552546,0.7955437768146835,0.24329060365850985,1,1,0.38629887229350446,0.21890227449264266,0.7542019670148854,1
168,'OLMACQROMQ',0.564245279638298,0.7038295786061612,0.6028765444947609,1,1,0.007140546009224424,0.528362588422573,0.17981928502699718,0
169,'FHEHJEIXRL',0.6821095835788356,0.8073858937587386,0.7690469346115719,0,1,0.427379666857321,0.8705616346359654,0.2928598354722667,1
170,'IVRHRNQFOU',0.13455153120359653,0.018921416226766574,0.731655180258552,1,0,0.30868900562716095,0.5954601123589894,0.752648606744624,0
171,'DMHIHTSTMJ',0.01970231067050987,0.9327705308715323,0.17687173231981934,0,1,0.0022409478961467055,0.6249660131904278,0.2537437665133405,0
172,'BFYPDWKTQQ',0.14149139930181498,0.6555159144498046,0.15696680971586463,1,1,0.945195336065419,0.43040845926589444,0.04104021192314378,1
173,'KIELBDKONU',0.8332480167721783,0.832058238596311,0.5081778255800533,0,1,0.2136268839038966,0.44241852881770527,0.8620734332272446,1
174,'AHQMOIVABF',0.7952278762573672,0.7967172159675785,0.08793756976000489,0,1,0.3935065861490945,0.8082159222013352,0.059164434269176724,0
175,'EESMYEISHT',0.018918311455828785,0.7815533523394297,0.8602392345376705,0,1,0.2585617587445953,0.8260307994120824,0.18192936615415822,0
176,'NJHDCIUFDJ',0.6904331803179705,0.8344344127345437,0.6346899819037618,0,1,0.48045487306893486,0.17426984289876435,0.3343587714883791,1
177,'EEVNIUSBHC',0.3782004382804155,0.3987533417711143,0.8556717693378167,0,0,0.29741371743568046,0.11067352632739103,0.6312472915713512,0
178,'LHNIXBCYOP',0.417148347713479,0.45641668950905245,0.3200124717778844,1,0,0.9117984739737788,0.1595451003669346,0.7836413417585871,1
179,'CKJENGTNVC',0.4755493979669462,0.5242847156237878,0.9785857019187958,0,1,0.7649046410241521,0.08806500098261305,0.031855923792286966,0
180,'OWUQRQKLXW',0.32467181426121794,0.9607946401741718,0.4644830263632618,0,1,0.48913059753429955,0.3632017691132332,0.35822257064622665,0
