idx,att1,random_string,random_int
0,B,'DEQXIVGFUJ',2935846443595267338
1,C,'DEGHXWQVKM',-1015245377349267308
2,D,'KMPHKXFGFT',8108103126606532868
3,A,'NYFYHMYWAO',6123282145126431890
4,B,'CTQIASNDTO',-7794350459664774137
5,C,'KQOSTSIVQC',189711100984506016
6,D,'HOMFSQOQXQ',5104577781673060657
7,A,'WBLSCIJEFA',1605218244699452280
8,B,'INEQGPMGKH',5606879002854150974
9,C,'IRWWJWQATY',-7285557823339550576
10,D,'WURJUIGLST',3273400205804676831
11,A,'TYXMQYSTWO',5328613934780174543
12,B,'RVLGBUYHCO',-8996446680804249751
13,C,'DSYPWCPFLX',-5693960146808315167
14,D,'WCVYRFIDUG',-7216973307850236462
15,A,'KBTRULQEAO',7129341806710592690
16,B,'JXPNASJMBF',551564101774030378
17,C,'YNVHWRATMG',-667081641191623598
18,D,'BSUDVWWBEP',-389147299270167603
19,A,'GMSHJAQLHM',-1669932430233216078
20,B,'XLVBYHUSEG',8885649139631262604
21,C,'IPOODMNHRM',-8109675015292779645
22,D,'CIXPJGRJOQ',-4030983160899552279
23,A,'SHKVXTYSLT',1326858543550258456
24,B,'OWYAJUGBHT',-3196064536256513273
25,C,'OBSVURNKIO',-894403547183241793
26,D,'VQJRHTTPKL',-3763704565155288512
27,A,'ACLXNMYNMS',6673683444715121252
28,B,'KHLFEIFKDQ',-2734768691115395494
29,C,'RRJTRRXPCU',5581597166880426470
30,D,'WGSGILVFMY',-1168421721538973020
31,A,'DADXNPGGJX',327577353672498446
32,B,'OIOJMXWRHL',-9170310495324643553
33,C,'EPMAXIQYSV',-3890245971152860711
34,D,'KTDVPBYGSE',4307037202947549289
35,A,'XNLBAVCAFK',7276054706270441757
36,B,'KSRLPPLLSA',-4197085526949975996
37,C,'HIYWRFUDXF',29420126822990639
38,D,'ATYVKBGNTJ',-7693129131892995078
39,A,'UVPUDWSPDF',7858151011303261799
40,B,'BPUPWCGROJ',6051546223827257868
41,C,'PRFQGLOCHF',-8521327970195395824
42,D,'TCIGBLDJWV',-4525858066034969091
43,A,'TBKHNHJELO',-2745159200083499772
44,B,'LDOBKQASSJ',3228270812461529480
45,C,'HQCFXCOPSI',7216980132111202758
46,D,'IFBPMHITHI',-3533396701170961747
