idx,att1
0,B
1,C
2,D
3,A
4,B
5,C
6,D
7,A
8,B
9,C
10,D
11,A
12,B
13,C
14,D
15,A
16,B
17,C
18,D
19,A
20,B
21,C
22,D
23,A
24,B
25,C
26,D
27,A
28,B
29,C
30,D
31,A
32,B
33,C
34,D
35,A
36,B
37,C
38,D
39,A
40,B
41,C
42,D
43,A
44,B
45,C
46,D
47,A
48,B
49,C
50,D
51,A
52,B
53,C
54,D
55,A
56,B
57,C
58,D
59,A
60,B
61,C
62,D
63,A
64,B
65,C
66,D
67,A
68,B
69,C
70,D
71,A
72,B
73,C
74,D
75,A
76,B
77,C
78,D
79,A
80,B
81,C
82,D
83,A
84,B
85,C
86,D
87,A
88,B
89,C
90,D
91,A
92,B
93,C
94,D
95,A
96,B
97,C
98,D
99,A
100,B
101,C
102,D
103,A
104,B
105,C
106,D
107,A
108,B
109,C
110,D
111,A
112,B
113,C
114,D
115,A
116,B
117,C
118,D
119,A
120,B
121,C
122,D
123,A
124,B
125,C
126,D
127,A
128,B
129,C
130,D
131,A
132,B
133,C
134,D
135,A
136,B
137,C
138,D
139,A
140,B
141,C
142,D
143,A
144,B
145,C
146,D
147,A
148,B
149,C
150,D
151,A
152,B
153,C
154,D
155,A
156,B
157,C
158,D
159,A
160,B
161,C
162,D
163,A
164,B
165,C
166,D
167,A
168,B
169,C
170,D
171,A
172,B
173,C
174,D
175,A
176,B
177,C
178,D
179,A
180,B
181,C
182,D
183,A
184,B
185,C
186,D
187,A
188,B
189,C
190,D
191,A
192,B
193,C
194,D
195,A
196,B
197,C
198,D
199,A
200,B
201,C
202,D
203,A
204,B
205,C
206,D
207,A
208,B
209,C
210,D
211,A
212,B
213,C
214,D
215,A
216,B
217,C
218,D
219,A
220,B
221,C
222,D
223,A
224,B
225,C
226,D
227,A
228,B
229,C
230,D
231,A
232,B
233,C
234,D
235,A
236,B
237,C
238,D
239,A
240,B
241,C
242,D
243,A
244,B
245,C
246,D
247,A
248,B
249,C
250,D
251,A
252,B
253,C
254,D
255,A
256,B
257,C
258,D
259,A
260,B
261,C
262,D
263,A
264,B
265,C
266,D
267,A
268,B
269,C
270,D
271,A
272,B
273,C
274,D
275,A
276,B
277,C
278,D
279,A
280,B
281,C
282,D
283,A
284,B
285,C
286,D
287,A
288,B
289,C
290,D
291,A
292,B
293,C
294,D
295,A
296,B
297,C
298,D
299,A
300,B
301,C
302,D
303,A
304,B
305,C
306,D
307,A
308,B
309,C
310,D
311,A
312,B
313,C
314,D
315,A
316,B
317,C
318,D
319,A
320,B
321,C
322,D
323,A
324,B
325,C
326,D
327,A
328,B
329,C
330,D
331,A
332,B
333,C
334,D
335,A
336,B
337,C
338,D
339,A
340,B
341,C
342,D
343,A
344,B
345,C
346,D
347,A
348,B
349,C
350,D
351,A
352,B
353,C
354,D
355,A
356,B
357,C
358,D
359,A
360,B
361,C
362,D
363,A
364,B
365,C
366,D
367,A
368,B
369,C
370,D
371,A
372,B
373,C
374,D
375,A
376,B
377,C
378,D
379,A
380,B
381,C
382,D
383,A
384,B
385,C
386,D
387,A
388,B
389,C
390,D
391,A
392,B
393,C
394,D
395,A
396,B
397,C
398,D
399,A
400,B
401,C
402,D
403,A
404,B
405,C
406,D
407,A
408,B
409,C
