idx,att1,random_string,random_int
0,B,'VTAEJIUBWG',-2044645197673078970
1,B,'BIHNYRDOYF',-3898580376147666515
2,B,'VWDWCQIBRW',3462523213955487441
3,B,'IVCOILUPFP',2532450954925939974
4,B,'RIGUHAMFJH',-1933886629829705381
5,B,'QXXWCLDIFD',-1393985535240408812
6,B,'RQDTLXYPXI',-4500273500474649542
7,B,'LXDGTGCUIU',5922582305622433275
8,B,'YDJCYGJORA',-1362612180886410237
9,B,'LFLUYSWPYJ',5300909598261685912
10,B,'KDXTUKYMEV',-9039255547233587804
11,B,'SGQUPEMQQA',-7613076066853549288
12,B,'QGCWHGFEPC',-1842794009049934918
13,B,'GCXGNBUEUY',1821208384666723573
14,B,'HJFAAEWWCE',2884977745762808229
15,B,'SGBCOVSLEA',8486160337188041605
16,B,'LLWWEUEWNL',2908667482955090955
17,B,'PXSIBWVDYV',3960298500098037208
18,B,'ICTPBWKEJJ',-3726962438953503874
19,B,'TCRRBHLMDY',8803372706009341235
20,B,'BTHENARMTQ',3375079085552551587
21,B,'SLVJBXFEQK',-6743808980880376627
22,B,'KGCEMQEAKK',4850976275352240408
23,B,'NJGOUDFGNO',-7035580525432123105
24,B,'TEUHTXXDLY',8693591550696808146
25,B,'WRSMLBPWRF',-6070675111904440216
26,B,'MGBNXYOAOD',-3360714785737445283
27,B,'YQEWYKOUIL',-1117437322031142752
28,B,'DAXPAIDENH',6631025071677785873
29,B,'YFINLWAGUY',6610580874363280854
30,B,'BSJBXVVMDW',-1203811408903629579
31,B,'BSUMQBJFVU',-5562996337505129945
32,B,'ISBTJDTTSP',-2609466105777734401
33,B,'BOQENCWFFS',-270245384514285652
34,B,'NJPQCLIATN',4321518394086829555
35,B,'JTRYYKMANM',9159743168830893944
36,B,'XYBMCMCHVQ',-2699701643814974797
37,B,'FDVFVYMCLI',-73797538809092502
38,B,'XVRHPYFFNQ',-4378766591740910284
39,B,'ISTYSRWVGP',6868452234429326484
40,B,'ULMCWELNLA',-3672931455472199904
41,B,'VMSOMNQUAA',-7227097710069711866
42,B,'MJPTVUKJJK',-1612216175829334353
43,B,'GDGEANSDWD',3289648947075006291
44,B,'TSOVPHUFIC',-7916819754740258116
45,B,'WIPILYFGCU',-5865112441226927531
46,B,'GVELITKRSH',-3711284667212621804
47,B,'BHAKTRHUOC',8791072688127752748
48,B,'AOXBCGEDFD',1920181348281478258
49,B,'QGWASLHFBJ',8119424052598501419
50,B,'AQNELDTBWB',6112858446064563405
51,B,'JDIKERULFO',-2046567001675359906
52,B,'LGECVDAGID',-9161458599593676931
53,B,'AAVXHJOYRQ',4229948771606943040
54,B,'EUWLMJBNOL',6691567977037534036
55,B,'TFCSICMYIA',-8004118747166977891
56,B,'IEENAKDDHD',-3563543468640757673
57,B,'WDNAILDDMO',-1262855504187959059
58,B,'KBROOFSWYI',-7505703068529834160
59,B,'BGKAQXQJCN',-8051832334138877044
60,B,'AFMPSSESHV',-5053365273366169168
61,B,'CTLNOAWYAK',-1345269175680079359
62,B,'XUARIEGJRF',8197173709496868163
63,B,'LBVLQLOGPK',3554509854009128392
64,B,'USAYWCCFML',-6163202654779119204
65,B,'SQNFYRDUVC',-2407820729589971834
66,B,'CWMLFARDIO',6566590212769955474
67,B,'WTCRWGBESN',-3605092840438249343
68,B,'IPMOKRMXBR',5911838016092520824
69,B,'NNDIWKGKBH',3978820999613965906
70,B,'MTCDGOBPBY',6245519772542700042
71,B,'VYLWCFXMDP',2548748289704666042
72,B,'MLMVIIHMGS',1398930982493214600
73,B,'GOBMKFNUPU',4236162988757710101
74,B,'JFROVCNUPM',-3202739754457096915
75,B,'MOMROWTWBT',-7920454915470987917
76,B,'NXFXPSDKAG',5646795414118366581
77,B,'PFSRWAPYWU',-2380870505665038479
78,B,'TGIGESFIHU',3888826987687053845
79,B,'VWXXCLYELR',407483134158502107
80,B,'UJWISWXDBO',-3611527761905936495
81,B,'YECLPMXRWP',-5431558179704587781
82,B,'ODHOSBAGFG',5018641586153607342
83,B,'MDCSUXYTDX',-8746209509162948843
